gene_accession,type,class,mechanism,group,snp,gene_family,product_name,enhanced_class,enhanced_subclass
MEG_2465|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCC,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCC,,Unknown,Unknown,Unknown,Unknown
MEG_2466|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCCM,,Unknown,Unknown,Unknown,Unknown
MEG_2467|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCCM,,Unknown,Unknown,Unknown,Unknown
MEG_2468|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCCM,,Unknown,Unknown,Unknown,Unknown
MEG_2469|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCD,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCD,,Unknown,Unknown,Unknown,Unknown
MEG_2470|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCE,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZCE,,Unknown,Unknown,Unknown,Unknown
MEG_2471|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZCP,,Unknown,Unknown,Unknown,Unknown
MEG_2472|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCR,,Unknown,Unknown,Unknown,Unknown
MEG_2473|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCR,,Unknown,Unknown,Unknown,Unknown
MEG_2474|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCS,,Unknown,Unknown,Unknown,Unknown
MEG_2475|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCS,,Unknown,Unknown,Unknown,Unknown
MEG_2476|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZNA,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZNA,,Unknown,Unknown,Unknown,Unknown
MEG_2477|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZNB,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZNB,,Unknown,Unknown,Unknown,Unknown
MEG_2478|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZNC,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZNC,,Unknown,Unknown,Unknown,Unknown
MEG_2479|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZRA,,Unknown,Unknown,Unknown,Unknown
MEG_2480|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRB,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZRB,,Unknown,Unknown,Unknown,Unknown
MEG_2481|Drugs|betalactams|Class_A_betalactamases|DES,Drugs,betalactams,Class A betalactamases,DES,,blaDES,extended-spectrum class A beta-lactamase DES-1,Beta-lactam,ESBL
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2483|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2484|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2486|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2487|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2488|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2489|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA19,trimethoprim-resistant dihydrofolate reductase DfrA19,Trimethoprim,Trimethoprim
MEG_2490|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA34,trimethoprim-resistant dihydrofolate reductase DfrA34,Trimethoprim,Trimethoprim
MEG_2491|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA35,trimethoprim-resistant dihydrofolate reductase DfrA35,Trimethoprim,Trimethoprim
MEG_2492|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA15,trimethoprim-resistant dihydrofolate reductase DfrA15,Trimethoprim,Trimethoprim
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2494|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2497|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA,trimethoprim-resistant repeat-containing dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2502|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2503|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA5,trimethoprim-resistant dihydrofolate reductase DfrA5,Trimethoprim,Trimethoprim
MEG_2504|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA16,trimethoprim-resistant dihydrofolate reductase DfrA16,Trimethoprim,Trimethoprim
MEG_2505|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA5,trimethoprim-resistant dihydrofolate reductase DfrA5,Trimethoprim,Trimethoprim
MEG_2506|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2507|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2508|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2510|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2511|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA7,trimethoprim-resistant dihydrofolate reductase DfrA7,Trimethoprim,Trimethoprim
MEG_2512|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA7,trimethoprim-resistant dihydrofolate reductase DfrA7,Trimethoprim,Trimethoprim
MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA7,trimethoprim-resistant dihydrofolate reductase DfrA7,Trimethoprim,Trimethoprim
MEG_2514|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA7,trimethoprim-resistant dihydrofolate reductase DfrA7,Trimethoprim,Trimethoprim
MEG_2515|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA29,trimethoprim-resistant dihydrofolate reductase DfrA29,Trimethoprim,Trimethoprim
MEG_2516|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,Trimethoprim,Trimethoprim
MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,Trimethoprim,Trimethoprim
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,Trimethoprim,Trimethoprim
MEG_2519|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA33,trimethoprim-resistant dihydrofolate reductase DfrA33,Trimethoprim,Trimethoprim
MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA22,trimethoprim-resistant dihydrofolate reductase DfrA22,Trimethoprim,Trimethoprim
MEG_2521|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA47,trimethoprim-resistant dihydrofolate reductase DfrA47,Trimethoprim,Trimethoprim
MEG_2522|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2523|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2524|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2525|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2526|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,Trimethoprim,Trimethoprim
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2528|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2529|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,Trimethoprim,Trimethoprim
MEG_2530|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA5,trimethoprim-resistant dihydrofolate reductase DfrA5,Trimethoprim,Trimethoprim
MEG_2531|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA16,trimethoprim-resistant dihydrofolate reductase DfrA16,Trimethoprim,Trimethoprim
MEG_2532|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2534|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2535|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2536|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2537|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2538|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2539|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,Trimethoprim,Trimethoprim
MEG_2540|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA25,trimethoprim-resistant dihydrofolate reductase DfrA25,Trimethoprim,Trimethoprim
MEG_2541|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA19,trimethoprim-resistant dihydrofolate reductase DfrA19,Trimethoprim,Trimethoprim
MEG_2542|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA26,trimethoprim-resistant dihydrofolate reductase DfrA26,Trimethoprim,Trimethoprim
MEG_2543|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,blaOXA,OXA-5 family class D beta-lactamase OXA-129,Beta-lactam,Beta-lactam
MEG_2544|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA18,trimethoprim-resistant dihydrofolate reductase DfrA18,Trimethoprim,Trimethoprim
MEG_2545|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,blaOXA,OXA-1 family oxacillin-hydrolyzing class D beta-lactamase OXA-4,Beta-lactam,Beta-lactam
MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,Unknown,Unknown,Unknown,Unknown
MEG_2547|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,Unknown,Unknown,Unknown,Unknown
MEG_2548|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,Unknown,Unknown,Unknown,Unknown
MEG_2549|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA46,trimethoprim-resistant dihydrofolate reductase DfrA46,Trimethoprim,Trimethoprim
MEG_2550|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA,trimethoprim-resistant dihydrofolate reductase DfrA28,Trimethoprim,Trimethoprim
MEG_2551|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,Unknown,Unknown,Unknown,Unknown
MEG_2552|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,Unknown,Unknown,Unknown,Unknown
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,Unknown,Unknown,Unknown,Unknown
MEG_2554|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA27,trimethoprim-resistant dihydrofolate reductase DfrA27,Trimethoprim,Trimethoprim
MEG_2555|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA25,trimethoprim-resistant dihydrofolate reductase DfrA25,Trimethoprim,Trimethoprim
MEG_2556|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,Drugs,Trimethoprim,Dihydrofolate reductase,DFRA,,dfrA9,trimethoprim-resistant dihydrofolate reductase DfrA9,Trimethoprim,Trimethoprim
MEG_2557|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,dfrB4,trimethoprim-resistant dihydrofolate reductase DfrB4,Trimethoprim,Trimethoprim
MEG_2558|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,dfrB1,trimethoprim-resistant dihydrofolate reductase DfrB1,Trimethoprim,Trimethoprim
MEG_2559|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,dfrB,trimethoprim-resistant dihydrofolate reductase DfrB9,Trimethoprim,Trimethoprim
MEG_2560|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,dfrB4,trimethoprim-resistant dihydrofolate reductase DfrB4,Trimethoprim,Trimethoprim
MEG_2561|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,dfrB1,trimethoprim-resistant dihydrofolate reductase DfrB1,Trimethoprim,Trimethoprim
MEG_2562|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,dfrB2,trimethoprim-resistant dihydrofolate reductase DfrB2,Trimethoprim,Trimethoprim
MEG_2563|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,dfrB5,trimethoprim-resistant dihydrofolate reductase DfrB5,Trimethoprim,Trimethoprim
MEG_2564|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,Unknown,Unknown,Unknown,Unknown
MEG_2565|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,Unknown,Unknown,Unknown,Unknown
MEG_2566|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,Unknown,Unknown,Unknown,Unknown
MEG_2567|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,Unknown,Unknown,Unknown,Unknown
MEG_2568|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,dfrB,trimethoprim-resistant dihydrofolate reductase DfrB8,Trimethoprim,Trimethoprim
MEG_2569|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,Unknown,Unknown,Unknown,Unknown
MEG_2570|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,Unknown,Unknown,Unknown,Unknown
MEG_2571|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,Drugs,Trimethoprim,Dihydrofolate reductase,DFRB,,Unknown,Unknown,Unknown,Unknown
MEG_2572|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRC|RequiresSNPConfirmation,Drugs,Trimethoprim,Dihydrofolate reductase,DFRC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_2573|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRC|RequiresSNPConfirmation,Drugs,Trimethoprim,Dihydrofolate reductase,DFRC,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_2574|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,Drugs,Trimethoprim,Dihydrofolate reductase,DFRD,,Unknown,Unknown,Unknown,Unknown
MEG_2575|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,Drugs,Trimethoprim,Dihydrofolate reductase,DFRD,,Unknown,Unknown,Unknown,Unknown
MEG_2576|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,Drugs,Trimethoprim,Dihydrofolate reductase,DFRD,,Unknown,Unknown,Unknown,Unknown
